epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,302.855,1.56882,1.60283,1.1057,1,0.06284,0.35893,0.26153,1.7197,3.49366,1.1181,0.000462973,0.000462973,0.000462973
18,317.985,1.58274,1.67678,1.31998,0.90893,0.08824,0.37291,0.2733,1.7406,3.46888,1.13924,0.000485255,0.000485255,0.000485255
19,333.151,1.64833,1.7336,1.27602,0.76817,0.03582,0.36645,0.25711,1.78802,3.49424,1.16592,0.000506878,0.000506878,0.000506878
20,351.966,2.00332,1.72593,1.24316,0.86919,0.08414,0.3448,0.2401,1.78178,3.51036,1.15932,0.000527841,0.000527841,0.000527841
21,367.154,1.35654,1.56399,1.15363,0.91271,0.14007,0.3168,0.21529,1.76453,3.55362,1.14182,0.000548143,0.000548143,0.000548143
22,382.206,1.6864,1.81777,1.24369,0.86305,0.15678,0.27054,0.18123,1.79074,3.5638,1.15893,0.000567785,0.000567785,0.000567785
23,397.382,1.66442,1.53098,1.13393,0.90402,0.14706,0.25096,0.15715,1.7813,3.55141,1.1599,0.000586767,0.000586767,0.000586767
24,412.736,1.49456,1.51265,1.18102,0.88306,0.14706,0.27922,0.16573,1.76997,3.48783,1.17216,0.000605089,0.000605089,0.000605089
25,428.302,1.53591,1.63494,1.15433,0.88973,0.2081,0.3686,0.22344,1.73747,3.43871,1.15548,0.000622751,0.000622751,0.000622751
26,446.612,1.69452,1.77308,1.28935,0.95677,0.3114,0.38574,0.24787,1.75811,3.431,1.14652,0.000639753,0.000639753,0.000639753
27,461.967,1.67657,1.75346,1.3286,0.96141,0.35177,0.4167,0.26226,1.75364,3.39387,1.15198,0.000656095,0.000656095,0.000656095
28,477.415,1.74407,1.3899,1.12822,0.96141,0.35177,0.4167,0.26226,1.75364,3.39387,1.15198,0.000671776,0.000671776,0.000671776
29,492.561,1.71088,1.57589,1.12422,0.95014,0.38235,0.42302,0.26732,1.71486,3.29002,1.15752,0.000686797,0.000686797,0.000686797
30,507.355,1.68831,1.48018,1.24491,0.9267,0.41176,0.43355,0.2888,1.72168,3.12016,1.15207,0.000701159,0.000701159,0.000701159
31,522.245,1.46632,1.5382,1.14215,0.9267,0.41176,0.43355,0.2888,1.72168,3.12016,1.15207,0.00071486,0.00071486,0.00071486
32,537.098,1.33995,1.42845,1.17484,0.90704,0.41176,0.43882,0.31993,1.74017,3.1142,1.13704,0.000727901,0.000727901,0.000727901
33,552.249,1.70938,1.31412,1.14696,0.96341,0.29412,0.40738,0.30846,1.74224,3.11416,1.14503,0.000740281,0.000740281,0.000740281
34,567.683,1.83497,1.58195,1.28111,0.96341,0.29412,0.40738,0.30846,1.74224,3.11416,1.14503,0.000752002,0.000752002,0.000752002
35,582.595,1.61553,1.51087,1.24238,0.87837,0.36644,0.4352,0.29899,1.73395,2.98033,1.17565,0.000763063,0.000763063,0.000763063
36,597.953,1.90251,1.47068,1.13141,0.83716,0.36577,0.49283,0.3194,1.73242,2.84376,1.18355,0.000773463,0.000773463,0.000773463
37,612.654,1.93094,1.57979,1.12294,0.83716,0.36577,0.49283,0.3194,1.73242,2.84376,1.18355,0.000783203,0.000783203,0.000783203
38,627.491,1.55072,1.28645,1.04522,0.91082,0.30166,0.53594,0.33503,1.73122,2.66869,1.19453,0.000792283,0.000792283,0.000792283
39,642.427,1.25525,1.56289,1.07694,0.95285,0.27579,0.57227,0.33098,1.77849,2.63481,1.27195,0.000800703,0.000800703,0.000800703
40,657.226,1.54583,1.40289,1.16241,0.95285,0.27579,0.57227,0.33098,1.77849,2.63481,1.27195,0.000808463,0.000808463,0.000808463
41,672.188,1.60081,1.33931,1.2128,0.78098,0.23529,0.48876,0.26735,1.7655,2.84888,1.26179,0.000815563,0.000815563,0.000815563
42,686.884,1.77042,1.52852,1.17097,0.8442,0.19564,0.45133,0.22081,1.75629,3.07289,1.22997,0.000822003,0.000822003,0.000822003
43,702.458,1.80999,1.36292,1.13404,0.8442,0.19564,0.45133,0.22081,1.75629,3.07289,1.22997,0.000827782,0.000827782,0.000827782
44,717.375,1.66302,1.37231,1.13389,0.92299,0.17647,0.4924,0.27192,1.84312,2.84128,1.2054,0.000832902,0.000832902,0.000832902
45,732.553,1.70916,1.31887,1.13264,0.92299,0.17647,0.4924,0.27192,1.84312,2.84128,1.2054,0.000837361,0.000837361,0.000837361
46,747.458,1.7205,1.29699,1.15951,0.87757,0.23529,0.55518,0.32346,1.82157,2.5734,1.15166,0.00084116,0.00084116,0.00084116
47,762.647,1.43132,1.33287,1.09815,0.87757,0.23529,0.55518,0.32346,1.82157,2.5734,1.15166,0.000844299,0.000844299,0.000844299
48,777.737,1.85993,1.40315,1.19927,0.84803,0.26972,0.59182,0.39628,1.69833,2.42869,1.0828,0.000846778,0.000846778,0.000846778
49,792.573,1.5021,1.24536,1.08834,0.84803,0.26972,0.59182,0.39628,1.69833,2.42869,1.0828,0.000848596,0.000848596,0.000848596
50,807.149,1.41274,1.34553,1.14598,0.97011,0.32353,0.64543,0.45531,1.58865,2.37112,1.04188,0.000849755,0.000849755,0.000849755
51,821.871,1.48781,1.27162,1.11277,0.97011,0.32353,0.64543,0.45531,1.58865,2.37112,1.04188,0.000841835,0.000841835,0.000841835
52,837.132,1.5501,1.23526,1.12086,0.93541,0.39699,0.69383,0.47767,1.60969,2.19667,1.08028,0.000825332,0.000825332,0.000825332
53,851.881,1.35196,1.30589,1.0837,0.93541,0.39699,0.69383,0.47767,1.60969,2.19667,1.08028,0.000808828,0.000808828,0.000808828
54,866.704,1.49281,1.58169,1.25993,0.62166,0.59489,0.70275,0.434,1.72148,1.96151,1.15024,0.000792325,0.000792325,0.000792325
55,882.17,1.54067,1.28347,1.15387,0.62166,0.59489,0.70275,0.434,1.72148,1.96151,1.15024,0.000775822,0.000775822,0.000775822
56,897.303,1.60142,1.16458,1.04382,0.68962,0.70248,0.77054,0.45844,1.67194,1.78409,1.15313,0.000759318,0.000759318,0.000759318
57,912.078,1.49095,1.28212,1.16399,0.68962,0.70248,0.77054,0.45844,1.67194,1.78409,1.15313,0.000742815,0.000742815,0.000742815
58,926.396,1.12291,1.35824,1.21579,0.7078,0.7279,0.84072,0.5078,1.57272,1.75552,1.10392,0.000726312,0.000726312,0.000726312
59,941.006,1.46671,1.34574,1.10631,0.7078,0.7279,0.84072,0.5078,1.57272,1.75552,1.10392,0.000709809,0.000709809,0.000709809
60,956.015,1.53773,1.34745,1.1591,0.63805,0.77224,0.81608,0.51013,1.52862,1.71783,1.0876,0.000693305,0.000693305,0.000693305
61,970.759,1.45077,1.22785,1.1638,0.63805,0.77224,0.81608,0.51013,1.52862,1.71783,1.0876,0.000676802,0.000676802,0.000676802
62,985.652,1.30645,1.12165,1.0757,0.67622,0.74879,0.81667,0.527,1.52481,1.68438,1.06713,0.000660299,0.000660299,0.000660299
63,1000.13,1.15413,1.15551,1.05381,0.67622,0.74879,0.81667,0.527,1.52481,1.68438,1.06713,0.000643795,0.000643795,0.000643795
64,1015.75,1.12058,1.18825,0.9931,0.66203,0.74877,0.80674,0.53409,1.4907,1.66599,1.04283,0.000627292,0.000627292,0.000627292
65,1030.66,1.58792,1.27391,1.19132,0.66203,0.74877,0.80674,0.53409,1.4907,1.66599,1.04283,0.000610789,0.000610789,0.000610789
66,1046.42,1.80793,1.25123,1.21171,0.61657,0.75207,0.80939,0.51992,1.4886,1.59256,1.03728,0.000594286,0.000594286,0.000594286
67,1061.29,1.16912,1.31436,1.15115,0.61657,0.75207,0.80939,0.51992,1.4886,1.59256,1.03728,0.000577782,0.000577782,0.000577782
68,1076.42,1.47034,1.32486,1.13603,0.65756,0.71336,0.81984,0.54937,1.4745,1.5096,1.02072,0.000561279,0.000561279,0.000561279
69,1091.03,1.21047,1.17222,1.09911,0.65756,0.71336,0.81984,0.54937,1.4745,1.5096,1.02072,0.000544776,0.000544776,0.000544776
70,1105.56,1.41435,1.24735,1.2064,0.72061,0.71933,0.82531,0.56334,1.45828,1.39102,1.00968,0.000528272,0.000528272,0.000528272
71,1120.29,1.42534,1.18403,1.07542,0.72061,0.71933,0.82531,0.56334,1.45828,1.39102,1.00968,0.000511769,0.000511769,0.000511769
72,1134.88,1.03851,1.07836,1.08598,0.70687,0.74745,0.83569,0.57795,1.43324,1.33788,1.00246,0.000495266,0.000495266,0.000495266
73,1149.95,1.55405,1.25732,1.10497,0.70687,0.74745,0.83569,0.57795,1.43324,1.33788,1.00246,0.000478762,0.000478762,0.000478762
74,1165.8,1.31513,1.16581,1.06085,0.84961,0.77168,0.85872,0.60881,1.38931,1.26042,0.99204,0.000462259,0.000462259,0.000462259
75,1180.64,1.3093,1.25451,1.12201,0.84961,0.77168,0.85872,0.60881,1.38931,1.26042,0.99204,0.000445756,0.000445756,0.000445756
76,1195.63,1.36214,1.15643,1.07306,0.86904,0.82035,0.87893,0.62637,1.38499,1.22885,0.98685,0.000429253,0.000429253,0.000429253
77,1210.37,1.32829,1.09612,1.04354,0.86904,0.82035,0.87893,0.62637,1.38499,1.22885,0.98685,0.000412749,0.000412749,0.000412749
78,1226.08,1.21797,1.07511,1.01472,0.8594,0.84328,0.89182,0.62399,1.37579,1.24813,0.98418,0.000396246,0.000396246,0.000396246
79,1241.06,1.54941,1.14722,1.10454,0.8594,0.84328,0.89182,0.62399,1.37579,1.24813,0.98418,0.000379743,0.000379743,0.000379743
80,1255.69,1.31156,1.08892,1.07553,0.91759,0.86255,0.90789,0.63408,1.35745,1.22939,0.98255,0.000363239,0.000363239,0.000363239
81,1270.54,1.2354,1.04363,1.05033,0.91759,0.86255,0.90789,0.63408,1.35745,1.22939,0.98255,0.000346736,0.000346736,0.000346736
82,1285.7,1.49998,1.05499,1.0443,0.89454,0.85934,0.91424,0.63516,1.34485,1.18037,0.9805,0.000330233,0.000330233,0.000330233
83,1300.49,1.32833,1.08326,1.08599,0.89454,0.85934,0.91424,0.63516,1.34485,1.18037,0.9805,0.000313729,0.000313729,0.000313729
84,1315.68,1.42818,1.09732,1.06034,0.9327,0.86972,0.92268,0.64532,1.337,1.13585,0.97515,0.000297226,0.000297226,0.000297226
85,1330.32,1.31906,1.0883,1.07713,0.9327,0.86972,0.92268,0.64532,1.337,1.13585,0.97515,0.000280723,0.000280723,0.000280723
86,1346.25,1.20704,1.02201,1.00076,0.96419,0.87199,0.92903,0.65285,1.31935,1.09972,0.96526,0.00026422,0.00026422,0.00026422
87,1361.54,1.47966,1.07585,1.05924,0.96419,0.87199,0.92903,0.65285,1.31935,1.09972,0.96526,0.000247716,0.000247716,0.000247716
88,1377.34,1.37395,0.98351,1.01702,0.96927,0.87809,0.93317,0.65608,1.28629,1.07062,0.95431,0.000231213,0.000231213,0.000231213
89,1392.13,1.27774,1.0386,1.02619,0.96927,0.87809,0.93317,0.65608,1.28629,1.07062,0.95431,0.00021471,0.00021471,0.00021471
90,1406.67,1.19638,1.09809,1.12538,0.95035,0.8719,0.92431,0.66257,1.25732,1.06031,0.94775,0.000198206,0.000198206,0.000198206
91,1421.92,1.42978,1.15782,1.06339,0.95035,0.8719,0.92431,0.66257,1.25732,1.06031,0.94775,0.000181703,0.000181703,0.000181703
92,1437.54,1.40579,1.3844,1.09432,0.91334,0.88017,0.92549,0.66994,1.24277,1.06837,0.9447,0.0001652,0.0001652,0.0001652
93,1453.56,1.4101,1.17662,1.0126,0.91334,0.88017,0.92549,0.66994,1.24277,1.06837,0.9447,0.000148696,0.000148696,0.000148696
94,1470.58,1.25501,1.16697,0.98979,0.91854,0.8843,0.92501,0.66548,1.23687,1.07799,0.94126,0.000132193,0.000132193,0.000132193
95,1485.34,1.1072,1.17821,0.98573,0.91854,0.8843,0.92501,0.66548,1.23687,1.07799,0.94126,0.00011569,0.00011569,0.00011569
96,1500.2,1.38526,1.20678,0.97811,0.92789,0.8595,0.91632,0.66675,1.2368,1.08487,0.93919,9.91865e-05,9.91865e-05,9.91865e-05
97,1514.67,1.35001,1.13792,1.0212,0.92789,0.8595,0.91632,0.66675,1.2368,1.08487,0.93919,8.26832e-05,8.26832e-05,8.26832e-05
98,1529.4,1.3627,1.05526,0.99618,0.91742,0.8595,0.91373,0.6709,1.23783,1.088,0.93747,6.61799e-05,6.61799e-05,6.61799e-05
99,1544.02,1.18751,1.21853,0.99473,0.91742,0.8595,0.91373,0.6709,1.23783,1.088,0.93747,4.96766e-05,4.96766e-05,4.96766e-05
100,1558.43,0.91167,1.20935,0.94204,0.91624,0.86364,0.91429,0.66936,1.23595,1.08373,0.93641,3.31733e-05,3.31733e-05,3.31733e-05
